Site,Station,Bare ground_1.5_E,Bare ground_1.5_N,Bare ground_1.5_S,Bare ground_1.5_W,Bare ground_10_E,Bare ground_10_N,Bare ground_10_S,Bare ground_10_W,Bare ground_5_E,Bare ground_5_N,Bare ground_5_S,Bare ground_5_W,Bare_ground,Bilberry_1.5_E,Bilberry_1.5_N,Bilberry_1.5_S,Bilberry_1.5_W,Bilberry_10_E,Bilberry_10_N,Bilberry_10_S,Bilberry_10_W,Bilberry_5_E,Bilberry_5_N,Bilberry_5_S,Bilberry_5_W,Bilberry,Bramble_1.5_E,Bramble_1.5_N,Bramble_1.5_S,Bramble_1.5_W,Bramble_10_E,Bramble_10_N,Bramble_10_S,Bramble_10_W,Bramble_5_E,Bramble_5_N,Bramble_5_S,Bramble_5_W,Bramble,Dead wood_1.5_E,Dead wood_1.5_N,Dead wood_1.5_S,Dead wood_1.5_W,Dead wood_10_E,Dead wood_10_N,Dead wood_10_S,Dead wood_10_W,Dead wood_5_E,Dead wood_5_N,Dead wood_5_S,Dead wood_5_W,Dead_wood,Ferns_1.5_E,Ferns_1.5_N,Ferns_1.5_S,Ferns_1.5_W,Ferns_10_E,Ferns_10_N,Ferns_10_S,Ferns_10_W,Ferns_5_E,Ferns_5_N,Ferns_5_S,Ferns_5_W,Ferns,Fuscia_1.5_E,Fuscia_1.5_N,Fuscia_1.5_S,Fuscia_1.5_W,Fuscia_10_E,Fuscia_10_N,Fuscia_10_S,Fuscia_10_W,Fuscia_5_E,Fuscia_5_N,Fuscia_5_S,Fuscia_5_W,Fuscia,Gorse_1.5_E,Gorse_1.5_N,Gorse_1.5_S,Gorse_1.5_W,Gorse_10_E,Gorse_10_N,Gorse_10_S,Gorse_10_W,Gorse_5_E,Gorse_5_N,Gorse_5_S,Gorse_5_W,Gorse,Gr & fo_1.5_E,Gr & fo_1.5_N,Gr & fo_1.5_S,Gr & fo_1.5_W,Gr & fo_10_E,Gr & fo_10_N,Gr & fo_10_S,Gr & fo_10_W,Gr & fo_5_E,Gr & fo_5_N,Gr & fo_5_S,Gr & fo_5_W,Gr_fo,Greater Willowherb_1.5_E,Greater Willowherb_1.5_N,Greater Willowherb_1.5_S,Greater Willowherb_1.5_W,Greater Willowherb_10_E,Greater Willowherb_10_N,Greater Willowherb_10_S,Greater Willowherb_10_W,Greater Willowherb_5_E,Greater Willowherb_5_N,Greater Willowherb_5_S,Greater Willowherb_5_W,Greater_willowherb,Heather_1.5_E,Heather_1.5_N,Heather_1.5_S,Heather_1.5_W,Heather_10_E,Heather_10_N,Heather_10_S,Heather_10_W,Heather_5_E,Heather_5_N,Heather_5_S,Heather_5_W,Heather,Holly_1.5_E,Holly_1.5_N,Holly_1.5_S,Holly_1.5_W,Holly_10_E,Holly_10_N,Holly_10_S,Holly_10_W,Holly_5_E,Holly_5_N,Holly_5_S,Holly_5_W,Holly,Lodgepole_1.5_E,Lodgepole_1.5_N,Lodgepole_1.5_S,Lodgepole_1.5_W,Lodgepole_10_E,Lodgepole_10_N,Lodgepole_10_S,Lodgepole_10_W,Lodgepole_5_E,Lodgepole_5_N,Lodgepole_5_S,Lodgepole_5_W,Lodgepole,Moss_1.5_E,Moss_1.5_N,Moss_1.5_S,Moss_1.5_W,Moss_10_E,Moss_10_N,Moss_10_S,Moss_10_W,Moss_5_E,Moss_5_N,Moss_5_S,Moss_5_W,Moss,Rosebay Willowherb_1.5_E,Rosebay Willowherb_1.5_N,Rosebay Willowherb_1.5_S,Rosebay Willowherb_1.5_W,Rosebay Willowherb_10_E,Rosebay Willowherb_10_N,Rosebay Willowherb_10_S,Rosebay Willowherb_10_W,Rosebay Willowherb_5_E,Rosebay Willowherb_5_N,Rosebay Willowherb_5_S,Rosebay Willowherb_5_W,Rosebay_willowherb,Rushes_1.5_E,Rushes_1.5_N,Rushes_1.5_S,Rushes_1.5_W,Rushes_10_E,Rushes_10_N,Rushes_10_S,Rushes_10_W,Rushes_5_E,Rushes_5_N,Rushes_5_S,Rushes_5_W,Rushes,Sitka_1.5_E,Sitka_1.5_N,Sitka_1.5_S,Sitka_1.5_W,Sitka_10_E,Sitka_10_N,Sitka_10_S,Sitka_10_W,Sitka_5_E,Sitka_5_N,Sitka_5_S,Sitka_5_W,Sitka,Tormentil_1.5_E,Tormentil_1.5_N,Tormentil_1.5_S,Tormentil_1.5_W,Tormentil_10_E,Tormentil_10_N,Tormentil_10_S,Tormentil_10_W,Tormentil_5_E,Tormentil_5_N,Tormentil_5_S,Tormentil_5_W,Tormentil,Willow_1.5_E,Willow_1.5_N,Willow_1.5_S,Willow_1.5_W,Willow_10_E,Willow_10_N,Willow_10_S,Willow_10_W,Willow_5_E,Willow_5_N,Willow_5_S,Willow_5_W,Willow,Woodrush_1.5_E,Woodrush_1.5_N,Woodrush_1.5_S,Woodrush_1.5_W,Woodrush_10_E,Woodrush_10_N,Woodrush_10_S,Woodrush_10_W,Woodrush_5_E,Woodrush_5_N,Woodrush_5_S,Woodrush_5_W,Woodrush
ML2,10,0,0,0,0,5,0,0,0,0,0,0,0,0.416666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,60,10,0,0,7.916666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,86.36,5,90,50,20,95,80,40,80,100,95,68.44666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0.833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0.833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,20,13.64,95,10,20,80,5,5,0,10,0,0,21.55333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ML2,50,5,0,0,0,0,0,0,0,0,0,0,0,0.416666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0.833333333,0,0,5,0,0,0,0,0,0,5,0,0,0.833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,90,95,20,30,95,80,100,100,85,100,60,79.16666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,20,2.916666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,80,70,5,5,0,0,0,0,20,15.83333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ML2,100,0,0,0,20,0,0,0,0,0,0,0,0,1.666666667,0,0,5,0,0,0,0,0,0,0,0,0,0.416666667,0,0,0,0,0,0,0,5,0,0,0,0,0.416666667,0,0,5,0,0,0,0,5,5,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,70,60,35,95,80,90,80,80,90,0,60,69.16666667,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,5,10,0,0,0,0,0,0,95,0,11.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,35,0,0,0,10,5,0,0,40,8.333333333,0,0,0,0,0,0,10,0,0,0,0,0,0.833333333,0,0,5,0,5,20,0,0,10,10,0,0,4.166666667,0,0,10,0,0,0,0,0,0,0,0,0,0.833333333,0,10,0,0,0,0,0,0,0,0,5,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ML4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,5,5,0,0,0,1.666666667,5,0,0,0,0,0,0,0,0,0,0,0,0.416666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,70,0,35,60,5,5,5,5,65,5.265,5,24.60541667,0,5,0,5,10,0,0,0,5,0,5.265,10,3.355416667,55,5,50,5,30,70,95,85,80,25,15.79,0,42.9825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,50,55,0,25,0,5,0,10,73.68,0,18.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0,85,8.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ML4,50,0,0,0,50,0,0,0,0,0,0,0,15,5.416666667,0,0,0,0,0,0,5,0,0,0,0,0,0.416666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,10,85,15,50,0,0,10,20,5,35,15,24.58333333,0,0,0,0,5,5,0,10,0,0,5,0,2.083333333,50,70,15,15,40,70,5,50,80,75,20,70,46.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,5,25,90,30,0,20,40,0,20.83333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ML4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,25,25,5,30,60,50,30,5,10,15,70,28.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,85,75,75,95,70,40,50,70,95,85,85,30,71.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0.416666667,0,0,0,0,0,0,0,0,0,0,0,0,0
ML7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,0,0,0,0,0,0.463333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,15,0,50,10,0,90,25,5,50,22.08333333,0,0,0,0,0,0,5,0,0,0,0,0,0.416666667,0,0,0,10,40,0,0,25,0,0,25,25,10.41666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,90,15,70,30,22.22,0,40,10,65,0,0,35.60166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,85,0,0,5,0,0,8.889166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,85,5,30,5.55,0,35,0,5,70,25,22.12916667
ML7,50,0,0,0,0,0,0,0,0,65,0,0,0,5.416666667,0,0,0,0,0,5,0,0,0,0,0,0,0.416666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,35,35,0,5,0,5,9.09,90,0,17.42416667,0,0,0,0,0,0,0,0,0,0,0,0,0,45,90,95,20,0,25,50,90,0,72.73,0,0,40.64416667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,5,45,65,70,45,10,25,18.18,10,60,31.515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,3.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,5,0,0,0,1.25
ML7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0.833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,5,5,0,0,2.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,45,70,40,40,5,60,40,25,65,65,55,15,43.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,20,20,50,85,35,60,75,30,25,45,85,48.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,35,0,0,5,0,0,0,5,0,0,4.583333333
ML8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0.416666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,45,10,25,5,0,0,5,8.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,100,95,100,95,90,55,90,75,95,95,90,95,89.58333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0.833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0.833333333,0,0,0,0,0,0,0,0,0,0,0,0,0
ML8,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0.416666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,40,0,0,0,15,0,15,0,30,9.166666667,0,0,0,0,0,0,0,0,0,0,5,0,0.416666667,100,90,95,50,95,100,95,85,100,85,95,70,88.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,5,0,0,0,0,0,1.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ML8,100,0,0,0,5,0,0,0,0,20,0,0,10,2.916666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,25,65,5,0,20,20,0,0,0,0,0,17.08333333,0,0,0,0,0,0,0,0,0,0,0,0,0,30,65,35,90,100,80,75,100,80,100,90,85,77.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0.833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,1.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0
ML9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,5,0,0,10,5,10,30,88.89,95,5,10,26.99083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,15,80,90,85,80,80,65,0,5,80,85,57.91666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,10,10,0,10,0,0,11.11,0,0,0,8.009166667,0,10,0,0,5,0,0,0,0,0,10,0,2.083333333,0,0,0,0,0,0,10,0,0,0,0,5,1.25,5,15,10,0,0,5,0,0,0,0,5,0,3.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0.416666667,0,0,0,0,0,0,0,0,0,0,0,0,0
ML9,50,0,0,0,0,0,0,10,0,0,0,0,0,0.833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,3.333333333,0,0,5,20,0,0,0,0,0,0,0,0,2.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,70,5,50,80,80,0,60,30,65,20,44.58333333,0,0,0,0,0,0,0,0,0,0,0,0,0,25,70,5,5,50,10,10,100,20,0,20,80,32.91666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,70,0,0,0,0,0,70,15,0,15.41666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0.833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ML9,100,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,10,10,0,NA,0,0,100,15,40,30,10,0,19.54545455,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,85,90,60,NA,90,30,0,25,60,70,70,95,61.36363636,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,30,NA,5,60,0,60,0,0,20,5,16.36363636,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,5,0,0,0,0,0,0,0,0.454545455,0,0,0,NA,0,0,0,0,0,0,0,0,0,5,0,10,NA,0,10,0,0,0,0,0,0,2.272727273,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
NG1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,5,0,5,0,0,0,2.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,70,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,60,15,40,20,0,80,5,60,25.41666667,70,75,95,25,10,10,40,80,0,0,0,30,36.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,10,0,0,5,0,10,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,20,0,0,0,50,0,0,95,15,25,0,18.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,30,5,0,5,0,0,0,0,0,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0.416666667
NG1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,5,0,5,5,5,0,10,0,4.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,15,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,90,10,20,40,0,40,10,0,0,30,0,70,25.83333333,0,20,0,0,85,0,0,75,70,0,50,10,25.83333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,60,50,5,60,85,0,0,70,40,20,38.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,20,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0.833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NG1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,10,0,9.52,0,5,0,3.293333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0.833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,30,15,10,0,0,0,80,14.58333333,0,10,15,0,0,20,5,0,0,0,65,0,9.583333333,0,0,0,0,0,0,0,0,0,0,0,0,0,90,50,20,95,90,40,25,90,57.14,40,10,10,51.42833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,1.190833333,5,0,55,5,5,10,45,0,14.29,60,15,10,18.69083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0.396666667,0,0,0,0,0,0,0,0,0,0,0,0,0
NG2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,5,0,0,0,0,1.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,80,0,0,8.75,0,0,5,0,20,0,0,60,10,0,0,60,12.91666667,0,0,0,0,0,0,0,0,0,0,0,0,0,70,85,90,90,80,70,70,20,90,20,90,40,67.91666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,10,0,0,0,10,0,0,5,0,3.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,5,30,5,0,0,5,0,5.416666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NG2,50,0,0,5,10,0,0,0,0,0,0,5,0,1.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,70,0,0,0,30,0,0,0,70,0,10,15.41666667,0,10,5,70,0,50,0,0,0,5,0,20,13.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,85,20,0,20,0,0,0,25,60,70,25.83333333,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,100,0,100,100,100,0,30,0,40.83333333,0,0,0,0,0,0,0,0,0,0,5,0,0.416666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,5,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NG2,100,0,0,0,10,0,0,0,0,0,0,0,20,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,20,0,0,25,10,80,55,20,50,10,25,0,0,0,0,0,0,0,0,0,0,0,0,0,50,90,60,90,100,50,80,15,40,75,40,70,63.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,2.083333333,0,0,0,0,0,0,10,0,0,0,10,0,1.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,20,0,0,0,0,5,5,5,0,0,5.416666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
